Id,Table Type,Surface Material,Structural Material,Street / Avenue,Neighbourhood Id,Neighbourhood Name,Ward,Latitude,Longitude,Location
877,Square Picnic Table,Metal,Composite,CHAPPELLE DRIVE SW,5462,CHAPPELLE AREA,WARD 09,53.4040231010694,-113.570074227994,"(53.4040231010694, -113.570074227994)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5578091754802,-113.406146502542,"(53.5578091754802, -113.406146502542)"
149,Square Picnic Table,Wood,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5273061815287,-113.508291630281,"(53.5273061815287, -113.508291630281)"
295,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.578575146515,-113.373006752456,"(53.578575146515, -113.373006752456)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5268354171631,-113.544655949429,"(53.5268354171631, -113.544655949429)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5106544192712,-113.548590461315,"(53.5106544192712, -113.548590461315)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5541614861022,-113.384455367477,"(53.5541614861022, -113.384455367477)"
13,Square Picnic Table,Wood,Aggregate,189A STREET NW,4220,JAMIESON PLACE,WARD 05,53.4901972699319,-113.649727863721,"(53.4901972699319, -113.649727863721)"
295,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.5786151190506,-113.372926164535,"(53.5786151190506, -113.372926164535)"
147,Square Picnic Table,Unknown,Unknown,116 STREET NW,1170,PRINCE RUPERT,WARD 02,53.5623050161103,-113.520365098041,"(53.5623050161103, -113.520365098041)"
149,Square Picnic Table,Composite,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5263695574877,-113.510379576088,"(53.5263695574877, -113.510379576088)"
170,Round Picnic Table,Unknown,Unknown,102 AVENUE NW,1090,DOWNTOWN,WARD 06,53.5436016615645,-113.489231407868,"(53.5436016615645, -113.489231407868)"
140,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5337929025629,-113.524333695412,"(53.5337929025629, -113.524333695412)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.527014789895,-113.544817324458,"(53.527014789895, -113.544817324458)"
479,Square Picnic Table,Wood,Wood,WADHURST ROAD NW,3440,WESTMOUNT,WARD 06,53.5450661601146,-113.53781524517,"(53.5450661601146, -113.53781524517)"
149,Square Picnic Table,Wood,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5272890301833,-113.50834287671,"(53.5272890301833, -113.50834287671)"
295,Square Picnic Table,Composite,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.5839218199268,-113.37002212477,"(53.5839218199268, -113.37002212477)"
148,Square Picnic Table,Wood,Aggregate,109 AVENUE NW,1180,QUEEN MARY PARK,WARD 06,53.5542268721364,-113.523865068133,"(53.5542268721364, -113.523865068133)"
108,Square Picnic Table,Wood,Aggregate,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,WARD 10,53.4852946650278,-113.55409752238,"(53.4852946650278, -113.55409752238)"
140,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.53435684469,-113.524034792903,"(53.53435684469, -113.524034792903)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5088345858145,-113.553826251553,"(53.5088345858145, -113.553826251553)"
106,Square Picnic Table,Composite,Metal,CUMBERLAND ROAD NW,3150,CUMBERLAND,WARD 02,53.6078521627304,-113.556433075603,"(53.6078521627304, -113.556433075603)"
73,Square Picnic Table,Wood,Metal,KEILLOR TRAIL NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.5038838459641,-113.558328857455,"(53.5038838459641, -113.558328857455)"
60,Square Picnic Table,Wood,Aggregate,RHATIGAN ROAD EAST NW,5350,RHATIGAN RIDGE,WARD 09,53.4747296480293,-113.584254191152,"(53.4747296480293, -113.584254191152)"
73,Square Picnic Table,Wood,Metal,FOX DRIVE NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.5038927840018,-113.560348092524,"(53.5038927840018, -113.560348092524)"
858,Square Picnic Table,Wood,Metal,GROAT ROAD NW,3381,RIVER VALLEY GLENORA,WARD 06,53.5393969645364,-113.54183496694,"(53.5393969645364, -113.54183496694)"
67,Square Picnic Table,Wood,Aggregate,FALCONER ROAD NW,5190,FALCONER HEIGHTS,WARD 09,53.4633824191091,-113.58828162815,"(53.4633824191091, -113.58828162815)"
186,Square Picnic Table,Wood,Metal,176 AVENUE NW,2450,LAGO LINDO,WARD 03,53.6382832717062,-113.484471404213,"(53.6382832717062, -113.484471404213)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5244176580938,-113.545232460399,"(53.5244176580938, -113.545232460399)"
168,Square Picnic Table,Wood,Metal,108 STREET NW,5030,BEARSPAW,WARD 10,53.4433136734762,-113.502050077991,"(53.4433136734762, -113.502050077991)"
211,Square Picnic Table,Wood,Metal,112S AVENUE NW,1190,RIVER VALLEY KINNAIRD,WARD 07,53.5593666842044,-113.463115774838,"(53.5593666842044, -113.463115774838)"
858,Square Picnic Table,Wood,Aggregate,GROAT ROAD NW,3381,RIVER VALLEY GLENORA,WARD 06,53.5396593811273,-113.541637636994,"(53.5396593811273, -113.541637636994)"
103,Other Table,Wood,Metal,139 STREET NW,3450,WOODCROFT,WARD 02,53.5635624919267,-113.562019205743,"(53.5635624919267, -113.562019205743)"
426,Square Picnic Table,Composite,Metal,MACEWAN ROAD SW,5452,MACEWAN,WARD 09,53.4294347835201,-113.530845755915,"(53.4294347835201, -113.530845755915)"
140,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5369231876602,-113.530841773461,"(53.5369231876602, -113.530841773461)"
235,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,WARD 07,53.561787416954,-113.455295977808,"(53.561787416954, -113.455295977808)"
295,Square Picnic Table,Composite,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.584520395191,-113.372341392976,"(53.584520395191, -113.372341392976)"
108,Square Picnic Table,Wood,Wood,LANSDOWNE DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,WARD 10,53.485765498599,-113.554735727554,"(53.485765498599, -113.554735727554)"
149,Square Picnic Table,Wood,Metal,QUEEN ELIZABETH PARK ROAD NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5247093458852,-113.496100937117,"(53.5247093458852, -113.496100937117)"
149,Square Picnic Table,Wood,Metal,QUEEN ELIZABETH PARK ROAD NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5248563843475,-113.496150094963,"(53.5248563843475, -113.496150094963)"
301,Square Picnic Table,Wood,Metal,145 AVENUE NW,2430,KIRKNESS,WARD 04,53.6081307685254,-113.396899452715,"(53.6081307685254, -113.396899452715)"
82,Square Picnic Table,Wood,Metal,LEGER ROAD NW,5630,LEGER,WARD 09,53.4583569986913,-113.582996032032,"(53.4583569986913, -113.582996032032)"
137,Square Picnic Table,Composite,Metal,114 STREET NW,5220,GREENFIELD,WARD 10,53.4726079707963,-113.52599273838,"(53.4726079707963, -113.52599273838)"
248,Square Picnic Table,Wood,Metal,28 AVENUE NW,6510,MILL WOODS PARK,WARD 11,53.456520436647,-113.436623632436,"(53.456520436647, -113.436623632436)"
160,Square Picnic Table,Wood,Metal,107 STREET NW,3260,LAUDERDALE,WARD 02,53.588623376929,-113.503408139575,"(53.588623376929, -113.503408139575)"
295,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.5808609170018,-113.372636595225,"(53.5808609170018, -113.372636595225)"
858,Square Picnic Table,Wood,Aggregate,GROAT ROAD NW,3381,RIVER VALLEY GLENORA,WARD 06,53.5395102398304,-113.540314547131,"(53.5395102398304, -113.540314547131)"
189,Square Picnic Table,Wood,Aggregate,93 STREET NW,1010,ALBERTA AVENUE,WARD 07,53.5711243653066,-113.483601565177,"(53.5711243653066, -113.483601565177)"
243,Square Picnic Table,Wood,Metal,KNOTTWOOD ROAD EAST NW,6200,EKOTA,WARD 11,53.4500555546641,-113.441766542024,"(53.4500555546641, -113.441766542024)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5298803301627,-113.554729105752,"(53.5298803301627, -113.554729105752)"
297,Square Picnic Table,Concrete,Aggregate,38 STREET NW,6370,KINISKI GARDENS,WARD 12,53.4754816992686,-113.399895673638,"(53.4754816992686, -113.399895673638)"
307,Square Picnic Table,Wood,Aggregate,139 AVENUE NW,2320,HAIRSINE,WARD 04,53.6035607425961,-113.390597061633,"(53.6035607425961, -113.390597061633)"
479,Square Picnic Table,Wood,Aggregate,124 STREET NW,3440,WESTMOUNT,WARD 06,53.5523790005577,-113.535588419525,"(53.5523790005577, -113.535588419525)"
161,Square Picnic Table,Wood,Metal,107 STREET NW,5170,EMPIRE PARK,WARD 10,53.4860766262279,-113.508294090426,"(53.4860766262279, -113.508294090426)"
164,Square Picnic Table,Wood,Aggregate,37 AVENUE NW,5160,DUGGAN,WARD 10,53.4733937640972,-113.500271699496,"(53.4733937640972, -113.500271699496)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5089991731964,-113.554824709817,"(53.5089991731964, -113.554824709817)"
140,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5340637461501,-113.521431393621,"(53.5340637461501, -113.521431393621)"
132,Square Picnic Table,Wood,Aggregate,73 AVENUE NW,5040,BELGRAVIA,WARD 08,53.509491206569,-113.531292504791,"(53.509491206569, -113.531292504791)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.53001741585,-113.554928241891,"(53.53001741585, -113.554928241891)"
92,Square Picnic Table,Wood,Aggregate,96 AVENUE NW,3140,CRESTWOOD,WARD 01,53.5336368262516,-113.571786965851,"(53.5336368262516, -113.571786965851)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5550678674528,-113.384944084802,"(53.5550678674528, -113.384944084802)"
140,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5345868896954,-113.522799210706,"(53.5345868896954, -113.522799210706)"
170,Round Picnic Table,Unknown,Unknown,99 STREET NW,1090,DOWNTOWN,WARD 06,53.5441420004477,-113.488703790169,"(53.5441420004477, -113.488703790169)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.554743636332,-113.383702838076,"(53.554743636332, -113.383702838076)"
73,Square Picnic Table,Wood,Metal,FOX DRIVE NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.502208249068,-113.560364997504,"(53.502208249068, -113.560364997504)"
222,Square Picnic Table,Wood,Metal,YELLOWHEAD TRAIL NW,1130,ELMWOOD PARK,WARD 07,53.5815228763789,-113.456003043627,"(53.5815228763789, -113.456003043627)"
289,Square Picnic Table,Wood,Aggregate,12 AVENUE NW,6140,CRAWFORD PLAINS,WARD 12,53.440620982897,-113.404432845122,"(53.440620982897, -113.404432845122)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5577783472415,-113.406027913339,"(53.5577783472415, -113.406027913339)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5274298842868,-113.552014817607,"(53.5274298842868, -113.552014817607)"
170,Round Picnic Table,Unknown,Unknown,99 STREET NW,1090,DOWNTOWN,WARD 06,53.5438991483138,-113.488925845808,"(53.5438991483138, -113.488925845808)"
122,Square Picnic Table,Wood,Aggregate,25 AVENUE NW,5070,BLUE QUILL ESTATES,WARD 10,53.4568986448921,-113.538579208526,"(53.4568986448921, -113.538579208526)"
858,Square Picnic Table,Wood,Aggregate,WELLINGTON CRESCENT NW,3381,RIVER VALLEY GLENORA,WARD 06,53.539273397481,-113.543544781187,"(53.539273397481, -113.543544781187)"
270,Square Picnic Table,Concrete,Aggregate,MILL WOODS ROAD SOUTH NW,6460,MEYOKUMIN,WARD 11,53.4460165402153,-113.429079169901,"(53.4460165402153, -113.429079169901)"
858,Square Picnic Table,Wood,Aggregate,WELLINGTON CRESCENT NW,3381,RIVER VALLEY GLENORA,WARD 06,53.5392849507847,-113.543722584033,"(53.5392849507847, -113.543722584033)"
113,Square Picnic Table,Wood,Aggregate,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5347674511044,-113.538097158,"(53.5347674511044, -113.538097158)"
781,Square Picnic Table,Wood,Aggregate,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.554759371806,-113.387257494823,"(53.554759371806, -113.387257494823)"
186,Square Picnic Table,Metal,Metal,94 STREET NW,2450,LAGO LINDO,WARD 03,53.6344289251712,-113.48721300521,"(53.6344289251712, -113.48721300521)"
273,Square Picnic Table,Wood,Aggregate,55 STREET NW,6520,MILL WOODS TOWN CENTRE,WARD 11,53.4577175206708,-113.424287757279,"(53.4577175206708, -113.424287757279)"
98,Square Picnic Table,Wood,Metal,53 AVENUE NW,5090,BROOKSIDE,WARD 09,53.4910878494326,-113.568629804777,"(53.4910878494326, -113.568629804777)"
108,Square Picnic Table,Composite,Metal,LANSDOWNE DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,WARD 10,53.4856687919617,-113.555260722324,"(53.4856687919617, -113.555260722324)"
118,Square Picnic Table,Wood,Aggregate,132 STREET NW,3320,OXFORD,WARD 02,53.6183807784692,-113.54824607114,"(53.6183807784692, -113.54824607114)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5552448072962,-113.385635789061,"(53.5552448072962, -113.385635789061)"
235,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,WARD 07,53.5622412023736,-113.459664259472,"(53.5622412023736, -113.459664259472)"
149,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5272457740151,-113.507768350843,"(53.5272457740151, -113.507768350843)"
103,Square Picnic Table,Wood,Metal,112 AVENUE NW,3450,WOODCROFT,WARD 02,53.5600560312698,-113.56423809128,"(53.5600560312698, -113.56423809128)"
108,Square Picnic Table,Wood,Wood,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,WARD 10,53.4851560512485,-113.55575972142,"(53.4851560512485, -113.55575972142)"
246,Square Picnic Table,Wood,Aggregate,63 STREET NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5425602999659,-113.429687679005,"(53.5425602999659, -113.429687679005)"
295,Square Picnic Table,Wood,Aggregate,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.5756726275301,-113.372296888223,"(53.5756726275301, -113.372296888223)"
211,Square Picnic Table,Wood,Metal,111 AVENUE NW,1190,RIVER VALLEY KINNAIRD,WARD 07,53.5592189546131,-113.466184773748,"(53.5592189546131, -113.466184773748)"
160,Square Picnic Table,Wood,Metal,127 AVENUE NW,3260,LAUDERDALE,WARD 02,53.5856314843461,-113.511231908973,"(53.5856314843461, -113.511231908973)"
149,Square Picnic Table,Wood,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5272517609385,-113.508262165728,"(53.5272517609385, -113.508262165728)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5245129119535,-113.544925812208,"(53.5245129119535, -113.544925812208)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5298051328478,-113.554750594682,"(53.5298051328478, -113.554750594682)"
140,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5340655400962,-113.521336905724,"(53.5340655400962, -113.521336905724)"
140,Square Picnic Table,Wood,Metal,VICTORIA PARK ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5384776384969,-113.521772221895,"(53.5384776384969, -113.521772221895)"
282,Square Picnic Table,Wood,Aggregate,128 AVENUE NW,2350,HOMESTEADER,WARD 04,53.5870784877664,-113.412545807086,"(53.5870784877664, -113.412545807086)"
113,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5346781575343,-113.537756869886,"(53.5346781575343, -113.537756869886)"
295,Square Picnic Table,Wood,Metal,22 STREET NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.5921883517305,-113.374322030527,"(53.5921883517305, -113.374322030527)"
235,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,WARD 07,53.5622082447254,-113.453944889973,"(53.5622082447254, -113.453944889973)"
36,Square Picnic Table,Wood,Aggregate,64 AVENUE NW,4080,CALLINGWOOD SOUTH,WARD 05,53.4994473983682,-113.624270488912,"(53.4994473983682, -113.624270488912)"
317,Square Picnic Table,Wood,Aggregate,21 STREET NW,2280,FRASER,WARD 04,53.6107262186064,-113.373034550754,"(53.6107262186064, -113.373034550754)"
235,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,WARD 07,53.5615593329297,-113.460286878651,"(53.5615593329297, -113.460286878651)"
153,Square Picnic Table,Unknown,Unknown,84 AVENUE NW,5200,GARNEAU,WARD 08,53.5198693095392,-113.513244749966,"(53.5198693095392, -113.513244749966)"
108,Square Picnic Table,Wood,Metal,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,WARD 10,53.4854218368565,-113.556549712463,"(53.4854218368565, -113.556549712463)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5298849864626,-113.55474890291,"(53.5298849864626, -113.55474890291)"
248,Square Picnic Table,Wood,Metal,23 AVENUE NW,6510,MILL WOODS PARK,WARD 11,53.4554236269436,-113.437037974973,"(53.4554236269436, -113.437037974973)"
82,Square Picnic Table,Wood,Aggregate,LEGER WAY NW,5630,LEGER,WARD 09,53.4595537123234,-113.57695709175,"(53.4595537123234, -113.57695709175)"
248,Square Picnic Table,Wood,Aggregate,28 AVENUE NW,6510,MILL WOODS PARK,WARD 11,53.4564116122944,-113.437057080977,"(53.4564116122944, -113.437057080977)"
141,Square Picnic Table,Wood,Aggregate,103 AVENUE NW,1150,OLIVER,WARD 06,53.5447567093429,-113.52651832976,"(53.5447567093429, -113.52651832976)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5581090993666,-113.405411517209,"(53.5581090993666, -113.405411517209)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5272463720448,-113.552272463989,"(53.5272463720448, -113.552272463989)"
113,Square Picnic Table,Wood,Concrete,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5271081983616,-113.543810019504,"(53.5271081983616, -113.543810019504)"
167,Square Picnic Table,Wood,Aggregate,109 STREET NW,5180,ERMINESKIN,WARD 10,53.4577690641631,-113.507747702774,"(53.4577690641631, -113.507747702774)"
149,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.528193923434,-113.504932740052,"(53.528193923434, -113.504932740052)"
149,Square Picnic Table,Wood,Metal,QUEEN ELIZABETH PARK ROAD NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5247208947775,-113.50001344406,"(53.5247208947775, -113.50001344406)"
113,Square Picnic Table,Wood,Aggregate,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5346319712309,-113.537822789782,"(53.5346319712309, -113.537822789782)"
188,Square Picnic Table,Wood,Aggregate,92 STREET NW,2290,GLENGARRY,WARD 07,53.5956626081645,-113.484371897905,"(53.5956626081645, -113.484371897905)"
170,Other Table,Unknown,Unknown,101A AVENUE NW,1090,DOWNTOWN,WARD 06,53.5426806932222,-113.489373404867,"(53.5426806932222, -113.489373404867)"
84,Square Picnic Table,Wood,Metal,WHITEMUD DRIVE NW,5080,BRANDER GARDENS,WARD 09,53.4931800297788,-113.573479635972,"(53.4931800297788, -113.573479635972)"
149,Square Picnic Table,Wood,Wood,RIVER VALLEY ROAD NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5288706015282,-113.508684025642,"(53.5288706015282, -113.508684025642)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5088815776171,-113.555483973961,"(53.5088815776171, -113.555483973961)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5567184303911,-113.407116962244,"(53.5567184303911, -113.407116962244)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5539040880083,-113.384920178225,"(53.5539040880083, -113.384920178225)"
170,Square Picnic Table,Unknown,Unknown,102 AVENUE NW,1090,DOWNTOWN,WARD 06,53.5440282379495,-113.489936358193,"(53.5440282379495, -113.489936358193)"
110,Square Picnic Table,Wood,Metal,127 STREET NW,3010,ATHLONE,WARD 02,53.5909406114639,-113.54153508927,"(53.5909406114639, -113.54153508927)"
284,Square Picnic Table,Wood,Aggregate,48 STREET NW,2040,BEACON HEIGHTS,WARD 07,53.5756628176862,-113.414930707593,"(53.5756628176862, -113.414930707593)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5272811229232,-113.544288872736,"(53.5272811229232, -113.544288872736)"
